id,name,description,q_rules,links,labels,url,image_url,notes,stats.average,stats.avgweight,stats.baverage,stats.description,stats.maxplayers,stats.maxplaytime,stats.minplayers,stats.minplaytime,stats.numcomments,stats.numfans,stats.numgeeklists,stats.numhasparts,stats.numowned,stats.numplays,stats.numplays_month,stats.numpreordered,stats.numprevowned,stats.numtrading,stats.numwanting,stats.numwantparts,stats.numwanttobuy,stats.numwanttoplay,stats.numweights,stats.numwish,stats.numwishlistcomments,stats.playmonth,stats.short_description,stats.stddev,stats.usersrated,stats.views,stats.yearpublished
molly-house,Molly House,Create joy in a queer community in 1720s London.,https://drive.google.com/drive/folders/14D7e9EC670KIo-g7RpIe0OuIhuLEmh11?usp=drive_link,[],"['New', 'Wehrlegig Games', 'Cole Wehrle', 'Hidden Roles', 'Bluffing', 'Social Deduction', 'LGBTQ+', 'Trick Taking', 'Party Game', 'Deduction', 'Role Playing', 'Storytelling', 'Traitor Game', 'Modern Historical Boardgames']",https://boardgamegeek.com/boardgame/349750/molly-house,https://cf.geekdo-images.com/Akqe1uPgxe7Wvu5iqI2qCA__opengraph/img/0l0ONV_bCAmSDPqJ-VU5yHWYXsk=/0x44:1600x884/fit-in/1200x630/filters:strip_icc()/pic7746052.jpg,,8.38522,3.25,5.56327,"<p>In <em><strong>Molly House</strong></em>, players take the roles of the gender-defying mollies of early eighteenth century London. Throw grand masquerades and cruise back alleys while evading moralistic constables who seek to destroy your community. Be careful, there may even be informers in your midst!</p>

<p>Over the course of an hour, players will draft hands of vice cards representing the different gestures, desires, and encounters that were frowned upon by the Society for the Reformation of Manners, a citizen group that sought to stamp out any behavior it deemed deviant in late 17th and early 18th century London. These cards allow players to host festivities with the help of their fellow mollies and create joy. But, those same cards can also lead players to be arrested and to the ultimate ruin of the molly house.</p>

<p>As players encounter the Society&rsquo;s enforcers, they will often have to pay bribes or may be coerced into becoming informers for the Society. Informers must try desperately to undermine the community around Mother Clap&rsquo;s Molly House without being discovered by their fellow mollies.</p>

",5,90,1,45,85,208,35,0,84,64,4,,3,2,49,0,,,4,524,45,2024-10,Create joy in a queer community in 1720s London.,3.19514,64,118744,2025
moving-pictures,Moving Pictures,Work with your partner to put each scene in order... without communicating!,https://drive.google.com/drive/folders/1WMTDpHTQuSyyVXaocaO9bAeAEyAfUYER?usp=drive_link,[],"['Button Shy', 'Co-op', 'Family Game', 'Modern', 'Quick', 'Two Player', 'Solo', 'Hidden']",https://boardgamegeek.com/boardgame/329669/moving-pictures,https://cf.geekdo-images.com/9R4VLN8BhvekUTD6Y9iOdg__opengraph/img/b6bHzCXQcIvl01TYL2yXlVDN-yg=/0x108:750x502/fit-in/1200x630/filters:strip_icc()/pic5936860.png,,6.8263,1.1429,5.60095,"<p><em>When you signed on as storyboard editors, you never expected a mess like this. Panels all out of order, some missing entirely, and you're not even allowed to talk on the job? You're pretty sure that's not what &quot;silent film&quot; means. Somehow, you'll need to rework all this into a movie that makes sense. But with the animation budget quickly running out, there's little room for error...</em></p>

<p>The cameras are rolling on our newest blockbuster: <em><strong>Moving Pictures</strong></em>! This cooperative game for 2 players was designed by Chris Klimowski and is sure to be a big hit.</p>

<p>In <em><strong>Moving Pictures</strong></em> players take turns placing numbered scene cards from their hand into the shared Timeline row in hopes of getting all 6 cards in order. The catch? They can't speak or signal to each other, so they'll have to watch each other's play closely for clues. Each card also has an effect listed which can impact placement, swap cards around, or even allow players a rare opportunity to share information.</p>

<p>Getting it right once is a feat in itself but a full game of <em><strong>Moving Pictures</strong></em> is played over 3 Acts. The Timeline grows with each Act, making each round harder than the one before. Thankfully you also have access to 2 Deleted Scenes: if the round would end with scenes out of order, you can spend a Deleted Scene to hide one card. These Deleted Scenes don&rsquo;t refresh, meaning that you only get 2 mistakes before the credits roll.</p>

",2,20,1,20,58,13,44,2,722,633,9,,34,14,24,0,,,7,118,11,2024-02,Work with your partner to put each scene in order... without communicating!,1.12844,173,18345,2021
moving-wild,Moving Wild,"Build your national park and fill it with cute animals, both fierce and friendly!",,[],"['Oink Games', 'Card Game', 'Solo', 'Drafting', 'Strategy', 'Small Box']",https://boardgamegeek.com/boardgame/423270/moving-wild,https://cf.geekdo-images.com/Y4XMZWJyiUneAA2wT_bkLg__opengraph/img/0CQIa4Hj_d_pxoyPxZLuReqgzGg=/0x208:361x398/fit-in/1200x630/filters:strip_icc()/pic8591006.png,,6.98303,1.9333,5.81888,"<p>Some animals have begun their migration, going around and around in search of a new place to live. Hippos that love both water and land. Huge elephants. And bears that just want to be left alone. &quot;Uhhhh,&quot; you can't help but growl as the cards go around. You want to secure the perfect spot, but should you choose a location or an animal first? Take one card at a time and pass the rest around in this &quot;drafting&quot; style game.</p>

<p>You have spectacular savannas, lakes brimming with possibilities, and jungles full of the unknown at your disposal! So, which animals will you welcome in and where will you put them?</p>

<p>Match just the right animals with just the right locations and create the most harmonious national park ever!</p>

<p><em>&mdash;description from the publisher</em></p>

",6,30,1,15,119,51,84,0,1735,2468,29,17,38,14,61,1,79,236,15,286,24,2025-06,"Build your national park and fill it with cute animals, both fierce and friendly!",1.08967,610,57163,2024
my-city,My City,Develop your city through the ages in this family-friendly legacy experience.,https://drive.google.com/drive/folders/1CYK5Mu7EXa-1h3x-EB71m2knxJbVWlVQ?usp=drive_link,[],"['Reiner Knizia', 'Legacy']",https://boardgamegeek.com/boardgame/295486/my-city,https://cf.geekdo-images.com/fz4aYmycg9baQlm_DzwyKA__opengraph/img/pegOjHzZCtZI74WOKz6FpmfCv-Y=/0x0:1999x1049/fit-in/1200x630/filters:strip_icc()/pic7443423.jpg,,7.59537,1.9808,7.25472,"<p><em><strong>My City</strong></em> is a competitive legacy game in which you develop a city on your own playing board through the ages.</p>

<p>The game consists of 24 episodes, beginning with the development of a city in its early preindustrial stages and progressing through industrialization. During each game, players customize their experience by adding elements to their personal boards and adding cards to the game. Players' choices and action made during one session of gameplay carry over into the next session, creating a personalized gaming experience.</p>

<p>For players who do not want to experience <em>My City</em> as a legacy game, a double-sided game board offers an alternate set-up for repeatable play (some elements from the legacy experience are needed for the repeatable play game, players can unlock these elements by playing through the first 4 episodes).</p>

",4,30,2,30,1950,685,1534,7,24039,189907,302,83,3502,305,366,4,1054,3030,260,4823,665,2025-10,Develop your city through the ages in this family-friendly legacy experience.,1.24145,12700,928485,2020
my-favourite-things,My Favourite Things,A trick-taking party game about ranking your fellow players' favourite things.,https://drive.google.com/drive/folders/1oxUAnnwv9mJxQ4QwDvwfNLsXePISHROK?usp=drive_link,[],"['Trick Taking', 'Social']",https://boardgamegeek.com/boardgame/188530/my-favourite-things,https://cf.geekdo-images.com/4VXbo4Ni9ZbgvVxc419teA__opengraph/img/AkFY5NM7g_BqHmHaY9FCPGMU6bA=/0x384:1182x1005/fit-in/1200x630/filters:strip_icc()/pic7825569.png,,7.2549,1.6,5.61754,"<p><em><strong>My Favourite Things</strong></em>, first released as <em> (Eye My Favorite Things)</em>, is a trick-taking party game in which you don't know the value of your cards, and instead, you get to know your fellow players.</p>

<p>In the game, you present your neighbors with a category and ask them to write their five favorite things (and one least favorite thing) in that category on their cards. You then use these cards to play a trick-taking game with all other players, with none of you knowing the true value of any card played until the end of each trick. Your neighbor's preference rank is the card's strength. Card 1 is highest and 0 is lowest, but if 1 and 0 appear in the same trick, 0 wins.</p>

<p>Because you are playing with someone else's favorite things, each trick provokes unique insights into your fellow players and sparks interesting conversations. Does Paul like Power Rangers more than Anthony likes Banana Milkshake or Archie likes Italian Disco? These are the deductions and judgement calls you'll need to make in <em>My Favourite Things</em>.</p>

",6,30,3,30,102,72,119,0,166,525,1,,22,0,194,0,,,5,906,93,2024-04,A trick-taking party game about ranking your fellow players' favourite things.,1.4354,153,61656,2015
nightmare-productions,Nightmare Productions,"Make the best films, bidding on directors, actors, and more.",https://drive.google.com/drive/folders/17PQctZW-SC9DefxgKeSmWTuH29M-_Qbb?usp=drive_link,[],"['Reiner Knizia', 'Strategy']",https://boardgamegeek.com/boardgame/904/nightmare-productions,https://cf.geekdo-images.com/1elpLCAJcRmWtPVZy2gFaA__opengraph/img/WLkv3J4fbZJ8-jYotMnTVH9t-EY=/0x0:800x420/fit-in/1200x630/filters:strip_icc()/pic6926823.png,,7.06626,2.0989,6.62862,"<p>Reiner Knizia's auction game about producing movies. In four rounds, players bid on chips representing genuine directors, actors, camera, effects, music, guest stars and agents (or in Nightmare Productions edition: creatures, locations, directors, musical conductors, cameos, and contractors). These all get placed on players' film-strips to complete the movie production. So one movie might need 2 actors (in editions prior to Nightmare Productions), but no music or effects and so on. As films are completed, the points value is marked and another film-strip taken. There are two parties (in Nightmare Productions edition: horror cons) each round where players get to pick from offers without paying anything. There are bonus points for first films completed and best films, best directors (in Nightmare Productions edition: best creatures), even worst film.</p>

<p>The auction is a basic rising offer with passing until one winning bid remains. Players pay into the pot with contracts (in Nightmare Productions edition: money), and the rest of the players share the pot each turn. So it's a closed economy with players trying to time to bid on what they really need to complete films.</p>

<p>See <a class="""" href=""/wiki/page/Movie_Comparison_-_Traumfabrik#"">Movie Comparison - Traumfabrik</a> for listings of movies and actors in each version prior to Nightmare Productions edition.</p>

<p>Note: There have been many editions of the game under varying names. All are identical except for Nightmare Productions edition which has introduced a few changes.</p>

",5,60,2,60,2133,160,3709,2,6808,14035,16,22,1635,297,322,6,283,1061,546,1524,226,2025-10,"Make the best (and worst!) horror films, bidding on directors, creatures, and more.",1.22154,5973,583177,2000
oath-chronicles-empire-exile,Oath: Chronicles of Empire & Exile,Change the course of history as empires rise and fall and your tale becomes legend.,https://drive.google.com/drive/folders/1FnFUiYxGa7my6r1I7NoBIiU0GcWucPLX?usp=drive_link,[],"['Cole Wehrle', 'Legacy', 'Political', 'Heavy', 'Modern', 'Leder Games', 'Modern Heavy Strategy Boardgames']",https://boardgamegeek.com/boardgame/291572/oath-chronicles-empire-exile,https://cf.geekdo-images.com/gTxav_KKQK1rDg-XuCjCSA__opengraph/img/M7AXNUCtOfhCFhXYJeVFIq9Qhpw=/0x89:2000x1139/fit-in/1200x630/filters:strip_icc()/pic5164812.jpg,,7.80649,4.1002,7.16547,"<p>In <em><strong>Oath</strong></em>, one to six players guide the course of history in an ancient land. Players might take the role of agents bolstering the old order or scheme to bring the kingdom to ruin. The consequences of one game will ripple through those that follow, changing what resources and actions future players may have at their disposal and even altering the game's core victory condition.</p>

<p>If a player seizes control by courting anarchy and distrust, future players will have to contend with a land overrun by thieves and petty warlords. In a later game, a warlord might attempt to found a dynasty, creating a line of rulers that might last generations or be crushed by the rise of a terrible, arcane cult.</p>

<p>In <em>Oath</em>, there are no fancy production tricks, app-assisted mechanisms or production gimmicks. The game can be reset at any time and doesn't require the same play group from one game to the next. A player might use the fully-featured solo mode to play several generations during the week and then use that same copy of the game for Saturday game-night with friends. There are no scripted narratives or predetermined end points. The history embedded in each copy of <em>Oath</em> will grow to be as unique as the players who helped build it.</p>

<p><em>&mdash;description from the publisher</em></p>

",6,150,1,45,1588,1694,1016,4,15736,14872,170,,1200,298,511,4,,,559,6277,456,2024-02,Change the course of history as empires rise and fall and your tale becomes legend.,1.79536,6756,1994916,2021
oath-new-foundations,Oath: New Foundations,"More storytelling, new features, and shared victories!",,[],['Expansion'],https://boardgamegeek.com/boardgame/420719/oath-new-foundations,https://cf.geekdo-images.com/dIIutwuf8s2oBOkAa1Yp8Q__opengraph/img/4Qvog3jxkqReDg5Ovtrdh9YdnIs=/0x0:2918x1532/fit-in/1200x630/filters:strip_icc()/pic8196587.png,,0,0,0,"<p>Return to the world of <em>Oath</em> with the <em><strong>New Foundations</strong></em> expansion. Develop your family&rsquo;s lineage through quests and intrigues, construct an empire that can withstand the torrents of a fallen world, and shape the very foundations of the game in your own image. New and experienced players will find hundreds of new cards and fascinating new systems that help make every chronicle be as unique as the players writing it.</p>

<p><em>&mdash;description from the publisher</em></p>

",6,150,1,45,74,241,31,0,156,6,1,1006,5,3,41,0,159,161,0,517,33,2025-06,"More storytelling, new features, and shared victories!",2.25013,28,166285,2026
one-night-ultimate-werewolf,One Night Ultimate Werewolf,An app-driven Werewolf that lasts but a single night. Wolves and villagers beware!,https://drive.google.com/drive/folders/19CG3Lt7w25iKqgUOPCA9BkCD84ujL5LF?usp=drive_link,[],"['Hidden Role', 'Deduction', 'Family Game', 'Quick', 'Party Game', 'Bluffing', 'Social Deduction', 'Werewolf']",https://boardgamegeek.com/boardgame/147949/one-night-ultimate-werewolf,https://cf.geekdo-images.com/KLDb0vR3w8mfaHgIGF0gHw__opengraph/img/KAcsgKIwJ_wghEorMx0XHxoCrYY=/0x116:500x378/fit-in/1200x630/filters:strip_icc()/pic1809823.jpg,,7.06178,1.3712,6.88902,"<p>No moderator, no elimination, ten-minute games.</p>

<p><em><strong>One Night Ultimate Werewolf</strong></em> is a fast game for 3-10 players in which everyone gets a role: One of the dastardly Werewolves, the tricky Troublemaker, the helpful Seer, or one of a dozen different characters, each with a special ability. In the course of a single morning, your village will decide who is a werewolf...because all it takes is lynching one werewolf to win!</p>

<p>Because <em>One Night Ultimate Werewolf</em> is so fast, fun, and engaging, you'll want to play it again and again, and no two games are ever the same.</p>

<p>This game can be combined with <a  href=""/boardgame/163166/one-night-ultimate-werewolf-daybreak""   >One Night Ultimate Werewolf: Daybreak</a>.</p>

",10,10,3,10,4517,1015,3709,13,50553,203688,621,,3214,866,233,11,,,695,3290,450,2024-02,An app-driven Werewolf that lasts but a single night. Wolves and villagers beware!,1.61511,27430,1404615,2014
paris-la-cite-de-la-lumiere,Paris: La Cité de la Lumière,Players compete for their moment in the light by placing oddly shaped building tiles.,https://drive.google.com/drive/folders/1WFr3ChTCdJAwsAYZ3fMH_TAWXjGbdGUK?usp=drive_link,[],"['Two Player', 'Tile Placement', 'Family Game']",https://boardgamegeek.com/boardgame/276498/paris-la-cite-de-la-lumiere,https://cf.geekdo-images.com/6mIsd0NbfluAAZxwS-3P8Q__opengraph/img/GAwjyzT0fLq6jOxgo4sBlkc2A8g=/0x0:2392x1256/fit-in/1200x630/filters:strip_icc()/pic4664437.jpg,,7.30638,2.0417,6.71307,"<p><em><strong>Paris</strong></em> is a two-player board game by Jos&eacute; Antonio Abascal infused with Parisian aesthetics by the boardgame&rsquo;s artist Oriol Hern&aacute;ndez. The game is set in late 19th century Paris during the 1889 &ldquo;Exposition Universelle,&rdquo; or world&rsquo;s fair, when public electricity was a hot topic. Electricity spread throughout the city, creating today&rsquo;s beautiful nocturnal Parisian streets and coining Paris&rsquo;s nickname &ldquo;La Cit&eacute; de la Lumi&eacute;re&rdquo;, the city of lights.</p>

<p>The most well-lit buildings are admired more highly by passers-by. In the first phase, players can either place tiles or grow their reserve of buildings. The cobblestone tiles are divided into 4 random spaces (their color, their opponents&rsquo; color, a streetlight or a mixed-color space where either player can build).</p>

<p>Then, in the second phase, players build on top of their color or the mixed spaces, in effort to position their buildings as close to as many streetlights as possible. More streetlights solicit more adoration and points. The player with the best lit buildings steals the hearts of Parisian pedestrians and wins the game.</p>

<p><em>&mdash;description from the publisher</em></p>

",2,30,2,30,756,263,484,7,10202,15470,184,,933,159,211,3,,,120,1632,232,2024-02,Players compete for their moment in the light by placing oddly shaped building tiles.,1.14323,4669,292036,2019
patchwork,Patchwork,Piece together a quilt and leave no holes to become the button master.,,[],"['Uwe Rosenberg', 'Abstract', 'Two Player']",https://boardgamegeek.com/boardgame/163412/patchwork,https://cf.geekdo-images.com/RDOwMRBnIb3Ehl6GyXj9xg__opengraph/img/qBR6U9r5b69OKV7Lc47g0Q-clJ8=/0x0:600x315/fit-in/1200x630/filters:strip_icc()/pic8669620.jpg,,7.58301,1.5989,7.47611,Players compete to build the most aesthetic (and high-scoring) patchwork quilt on a personal 9x9 game board.,2,30,2,15,9579,2875,6623,26,118474,425508,1877,179,6917,861,758,28,3068,4806,1870,10000,1489,2025-11,Piece together a quilt and leave no holes to become the button master.,1.17168,72174,2364765,2014
pax-pamir-second-edition,Pax Pamir: Second Edition,Swing the tides of The Great Game as countries vie for control of Afghanistan.,https://drive.google.com/drive/folders/1XyR1TlRQqOLdsDsHuFRmk-rJ4g41qK16?usp=drive_link,[],"['New', 'Wehrlegig Games', 'Cole Wehrle', 'Political', 'Modern Historical Boardgames']",https://boardgamegeek.com/boardgame/256960/pax-pamir-second-edition,https://cf.geekdo-images.com/oSM_AuKYfGIwOtKbVEsoVg__opengraph/img/k_2lbdBwtB2TlxSjnL-P2luonIo=/0x80:1673x958/fit-in/1200x630/filters:strip_icc()/pic4503733.png,,8.2087,3.8472,7.79546,"<p>In <em><strong>Pax Pamir</strong></em>, players assume the role of nineteenth century Afghan leaders attempting to forge a new state after the collapse of the Durrani Empire. Western histories often call this period &quot;The Great Game&quot; because of the role played by the Europeans who attempted to use central Asia as a theater for their own rivalries. In this game, those empires are viewed strictly from the perspective of the Afghans who sought to manipulate the interloping ferengi (foreigners) for their own purposes.</p>

<p>In terms of game play, <em>Pax Pamir</em> is a pretty straightforward tableau builder. Players spend most of their turns purchasing cards from a central market, then playing those cards in front of them in a single row called a court. Playing cards adds units to the game's map and grants access to additional actions that can be taken to disrupt other players and influence the course of the game. That last point is worth emphasizing. Though everyone is building their own row of cards, the game offers many ways for players to interfere with each other directly and indirectly.</p>

<p>To survive, players will organize into coalitions. Throughout the game, the dominance of the different coalitions will be evaluated by the players when a special card, called a &quot;Dominance Check&quot;, is resolved. If a single coalition has a commanding lead during one of these checks, those players loyal to that coalition will receive victory points based on their influence in their coalition. However, if Afghanistan remains fragmented during one of these checks, players instead will receive victory points based on their personal power base.</p>

<p>After each Dominance Check, victory is checked and the game will be partially reset, offering players a fresh attempt to realize their ambitions. The game ends when a single player is able to achieve a lead of four or more victory points  or after the fourth and final Dominance Check is resolved.</p>

",5,120,1,45,2324,1467,1681,10,19850,49164,911,,1234,177,895,1,,,648,5732,533,2024-02,"Swing the tides of ""The Great Game"" as countries vie for control of Afghanistan.",1.50426,13268,1749040,2019
poker,Poker,You've got to know when to hold 'em; know when to fold 'em.,https://drive.google.com/drive/folders/18iHT3TUfxDYVeoSnzX661quh1CNTBuxp?usp=drive_link,[],"['Classic', 'Card Game', 'Family Game', 'Strategy', 'Bluffing', 'Pre-Boardgames']",https://boardgamegeek.com/boardgame/1115/poker,https://cf.geekdo-images.com/QhsvR9GY0LbTpj27fairWA__opengraph/img/FFuk1EuC8UkRBQhlznzheUMpbbs=/0x61:509x347/fit-in/1200x630/filters:fill(blur):strip_icc()/pic186610.jpg,,6.71605,2.4258,6.47637,"<p><strong>Poker</strong> is played with a <a class="""" href=""/wiki/page/standard_deck_playing_card_games#"">standard deck</a> of 52-cards, and sometimes Jokers are added as wild cards. The object of the game is to win the pot which contains all the bets the players have made in a deal.  Players are dealt cards which are usually reduced to a <strong>Poker</strong> hand of five (5) cards. Betting and bluffing are used in rounds until all bets are squared up, or until all other players have conceded the pot (folded). If all bets have been squared up, the rounds are followed by a &quot;showdown&quot; in which all hands are fully revealed; the one with the best combination of a <strong>Poker</strong> hand of five (5) cards being the winner.</p>

<p>The following table describes and ranks the standard <strong>Poker</strong> hands:</p>

<p><strong>Five of a Kind (Only if wild cards are in use):</strong>  Four cards of the same rank and one wild card (eg: A, A, A, A, Joker).<br />
<strong>Straight Flush:</strong> A straight with all cards of the same suit (eg: A, K, Q, J, 10: all spades). (The highest Straight Flush is nominally called a <strong>Royal Flush</strong>)<br />
<strong>Four of a Kind:</strong>  Four cards of the same rank (eg: A, A, A, A, K).<br />
<strong>Full House:</strong>  Three of a kind in one rank and a pair in a different rank (eg: A, A, A, K, K). <br />
<strong>Flush:</strong>  Five cards of the same suit (eg: A, K, Q, J, 9: all spades)<br />
<strong>Straight:</strong>  Five cards in sequence of rank (eg: A, K, Q, J, 10).<br />
<strong>Three of a Kind:</strong>  Three cards of the same rank (eg: A, A, A, K, Q).<br />
<strong>Two Pair:</strong>  Two pairs of different ranks (eg: A, A, K, K, Q).<br />
<strong>One Pair:</strong>  A pair of cards of the same rank (eg: A, A, K, Q, J).<br />
<strong>High Card:</strong>  High card without any other higher combination (eg: A, K, Q, J, 9).</p>

",10,60,2,60,2280,237,2260,12,10080,44662,292,,407,49,9,5,,,714,100,34,2024-02,You've got to know when to hold 'em; know when to fold 'em.,1.89273,10930,225795,1810
quo-vadis,Quo Vadis?,Become the most powerful faction in the Roman Senate through back deals and elections,https://drive.google.com/drive/folders/1TybTss5KNoaJlTbvrcmg2-xfER4fbAht?usp=drive_link,[],"['Reiner Knizia', 'negotiation', '80s and 90s Classics']",https://boardgamegeek.com/boardgame/122/quo-vadis,https://cf.geekdo-images.com/AyOfO7atmdQP23YZikTO3A__opengraph/img/V4g5-G8AZfW7hB1hvMgKC8wSOG0=/0x0:3509x1842/fit-in/1200x630/filters:strip_icc()/pic3008003.jpg,,6.46884,2.0842,6.00035,"<p>In an interesting departure from his normally computational-heavy game structure, <a  href=""/boardgamedesigner/2/reiner-knizia""   >Reiner Knizia</a> put together this negotiation game.  Players are represented on the board by a group of politicians moving through a network of committees, and need to seek support from their competitors to advance upward toward the Senate.  Supporting an opponent gains you prestige, needed in quantity at the end of the game.  Once all five Senate positions are filled, the game is over, and only players who have a politician in the Senate are eligible to win.  Of those players, whoever has the most prestige wins.</p>

",5,45,3,45,863,43,1368,5,3098,3580,3,8,854,200,94,7,62,267,202,326,57,2025-06,Become the most powerful faction in the Roman Senate through back deals and elections,1.38384,2388,271228,1992
ra,Ra,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,https://drive.google.com/drive/folders/1LVlUeOGUmMofI3zjw5SxuYjA0Jbhu6jW?usp=drive_link,[],"['Reiner Knizia', 'Auction', 'Classic', 'Strategy', '80s and 90s Classics']",https://boardgamegeek.com/boardgame/12/ra,https://cf.geekdo-images.com/k7lG683LBZdvFyS-FH-MpA__opengraph/img/UrxC7YZkJ2pyWgBfLIIGp8DWj-I=/0x49:1423x796/fit-in/1200x630/filters:strip_icc()/pic6746812.png,,7.6686,2.3143,7.50429,"<p><em><strong>Ra</strong></em> is an auction and set-collection game with an <a class="""" href=""/wiki/page/Mythology#Egyptian"">Ancient Egyptian</a> theme.  Each turn players are able to purchase lots of tiles with their bidding tiles (suns).  Once a player has used up his or her suns, the other players continue until they do likewise, which may set up a situation with a single uncontested player bidding on tiles before the end of the round occurs.  Tension builds because the round may end before all players have had a chance to win their three lots for the epoch.  The various tiles either give immediate points, prevent negative points for not having certain types at the end of the round (epoch), or give points after the final round.  The game lasts for three &quot;epochs&quot; (rounds).  The game is easy to learn.</p>

<p><strong>From the Box:</strong><br />
The game spans 1500 years of Egyptian history in less than an hour!<br />
The players seek to expand their power and fame and there are many ways to accomplish this: Influencing Pharaohs, Building monuments, Farming on the Nile, Paying homage to the Gods, Advancing the technology and culture of the people. Ra is an auction and set collecting game where players may choose to take risks for great rewards or... And all this is for the glory of the Sun God Ra!</p>

",5,60,2,45,6808,1407,8579,20,34170,115669,169,1051,3319,408,1316,24,1919,4615,1976,8149,1050,2025-06,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,1.32935,28814,2402020,1999
rheinlander,Rheinländer,Only the duke with the best duchies will control the Rhine!,https://drive.google.com/drive/folders/1d-torMCgRSmODJgu_A6RS_J3pAugfF85?usp=drive_link,[],"['Reiner Knizia', 'Strategy']",https://boardgamegeek.com/boardgame/111/rheinlander,https://cf.geekdo-images.com/XZOfL2SO5sF1gSu4FFdxSw__opengraph/img/XVsZuouNMjQQvpDnUfQvU6yk7UI=/0x10:428x235/fit-in/1200x630/filters:strip_icc()/pic49307.jpg,,6.65461,2.3125,6.0012,"<p>This <a  href=""/boardgamedesigner/2/reiner-knizia""   >Reiner Knizia</a> game, produced by <a  href=""/boardgamepublisher/51/hasbro""   >Hasbro&#039;s</a> European division, casts players in the roles of dukes who are trying to establish duchies along the banks of the Rhine River.  Players hold a hand of cards that correspond to numbered plots on each bank, and they place knights in open plots for which they hold the corresponding cards.  After establishing duchies, players attempt to expand them to include more plots of land, as well as buildings - such as castles, cathedrals, and cities. These buildings both add to the value of a duchy and provide their owners with advantages during game play.  Combined with a uniquely <a  href=""/boardgamedesigner/2/reiner-knizia""   >Knizia</a>-style scoring system, this game has some very interesting dynamics.</p>

",5,45,3,45,696,37,1203,1,2342,3959,2,8,721,151,99,2,62,251,224,361,45,2025-10,Only the duke with the best duchies will control the Rhine!,1.23175,1775,195894,1999
root,Root,Decide the fate of the forest as woodland factions fight for contrasting goals.,https://drive.google.com/drive/folders/12rc9eNBHFV77AkXjCVFdYZyePQryTE1r?usp=drive_link,[],"['Cole Wehrle', 'Asymmetrical', 'War Game', 'Area Control', 'Strategy', 'Fantasy', 'Heavy', 'Root', 'Leder Games', 'Modern Heavy Strategy Boardgames']",https://boardgamegeek.com/boardgame/237182/root,https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__opengraph/img/lnl-mnvbEge_7gtTD-sCxoI5NhY=/0x170:2048x1245/fit-in/1200x630/filters:strip_icc()/pic4254509.jpg,,8.07398,3.7941,7.88395,"<p><em><strong>Root</strong></em> is a game of adventure and war in which 2 to 4 (1 to 6 with the 'Riverfolk' expansion) players battle for control of a vast wilderness. Like <a  href=""/boardgame/170416/vast-crystal-caverns""   >Vast: The Crystal Caverns</a>, each player in <em>Root</em> has unique capabilities and a different victory condition. Now, with the aid of gorgeous, multi-use cards, a truly asymmetric design has never been more accessible.</p>

<p>The nefarious Marquise de Cat has seized the great woodland, intent on harvesting its riches. Under her rule, the many creatures of the forest have banded together. This Alliance will seek to strengthen its resources and subvert the rule of Cats. In this effort, the Alliance may enlist the help of the wandering Vagabonds who are able to move through the more dangerous woodland paths. Though some may sympathize with the Alliance&rsquo;s hopes and dreams, these wanderers are old enough to remember the great birds of prey who once controlled the woods.</p>

<p>Meanwhile, at the edge of the region, the proud, squabbling Eyrie have found a new commander who they hope will lead their faction to resume their ancient birthright. The stage is set for a contest that will decide the fate of the great woodland. It is up to the players to decide which group will ultimately take root.</p>

<p>In <em>Root</em>, players drive the narrative, and the differences between each role create an unparalleled level of interaction and replayability. Leder Games invites you and your family to explore the fantastic world of <em>Root</em>!</p>

<p><em>&mdash;description from the publisher</em></p>

",4,90,2,60,7116,5729,4091,25,75822,167112,1867,,4599,554,1640,10,,,2001,19645,1449,2024-02,Decide the fate of the forest as woodland factions fight for contrasting goals.,1.45872,49054,5061961,2018
root-riverfolk-expansion,Root: The Riverfolk Expansion,Expand the world of Root with opportunistic otters and zealous lizards.,https://drive.google.com/drive/folders/12rc9eNBHFV77AkXjCVFdYZyePQryTE1r?usp=drive_link,[],"['Expansion', 'Strategy', 'War Game']",https://boardgamegeek.com/boardgame/241386/root-riverfolk-expansion,https://cf.geekdo-images.com/durhzLYyIypxg7CuVYe82Q__opengraph/img/UGUHe9jPbC_8fTmSRLsNLBLSrNU=/0x16:600x331/fit-in/1200x630/filters:strip_icc()/pic4252654.jpg,,0,0,0,"<p>A new faction is added to the forest fray.</p>

The <em><strong>Riverfolk</strong></em> expansion includes:<br />
<ul>
    <li> A New Core Faction: The Riverfolk Company</li>
    <li> A New Core Faction: The Lizard Cult</li>
    <li> An Extra Vagabond</li>
    <li> One Custom Card Holder For Each Player</li>
    <li> Cooperative Scenarios</li>
    <li> Rules for Bot Play</li>
    <li> and Three Additional Vagabond Variants</li>
</ul>

<p>This expansion now allows <em>Root</em> to be played with 1-6 players.</p>

<p><em>&mdash;description from the publisher</em></p>

",6,90,1,60,1288,441,239,5,31202,4995,35,,1634,195,307,3,,,117,1745,178,2024-02,Expand the world of Root with opportunistic otters and zealous lizards.,1.16847,7425,447065,2018
